Trip_ID,Driver_ID,Vehicle_ID,n_readings,Accel_flag_events,Gyro_flag_events,Accel_flag_rate,Gyro_flag_rate,trip_risk_rate
T00181,D13,V13,41,2,2,0.04878048780487805,0.04878048780487805,0.04878048780487805
T00182,D13,V13,35,3,0,0.08571428571428572,0.0,0.04285714285714286
T00183,D13,V13,25,3,0,0.12,0.0,0.06
T00184,D13,V13,27,0,1,0.0,0.037037037037037035,0.018518518518518517
T00185,D13,V13,32,2,0,0.0625,0.0,0.03125
T00186,D13,V13,40,1,1,0.025,0.025,0.025
T00187,D13,V13,12,0,2,0.0,0.16666666666666666,0.08333333333333333
T00188,D13,V13,21,2,2,0.09523809523809523,0.09523809523809523,0.09523809523809523
T00189,D13,V13,26,1,1,0.038461538461538464,0.038461538461538464,0.038461538461538464
T00190,D13,V13,14,1,0,0.07142857142857142,0.0,0.03571428571428571
T00191,D13,V13,22,0,1,0.0,0.045454545454545456,0.022727272727272728
T00192,D13,V13,45,4,0,0.08888888888888889,0.0,0.044444444444444446
T00193,D13,V13,28,2,0,0.07142857142857142,0.0,0.03571428571428571
T00194,D13,V13,26,1,0,0.038461538461538464,0.0,0.019230769230769232
T00195,D13,V13,37,6,1,0.16216216216216217,0.02702702702702703,0.0945945945945946
T00196,D14,V14,33,7,2,0.21212121212121213,0.06060606060606061,0.13636363636363635
T00197,D14,V14,10,2,0,0.2,0.0,0.1
T00198,D14,V14,34,5,2,0.14705882352941177,0.058823529411764705,0.10294117647058823
T00199,D14,V14,10,2,1,0.2,0.1,0.15000000000000002
T00200,D14,V14,30,2,1,0.06666666666666667,0.03333333333333333,0.05
T00201,D14,V14,32,9,2,0.28125,0.0625,0.171875
T00202,D14,V14,45,8,0,0.17777777777777778,0.0,0.08888888888888889
T00203,D14,V14,10,1,1,0.1,0.1,0.1
T00204,D14,V14,32,4,2,0.125,0.0625,0.09375
T00205,D14,V14,20,3,1,0.15,0.05,0.1
T00206,D14,V14,43,4,0,0.09302325581395349,0.0,0.046511627906976744
T00207,D14,V14,45,1,2,0.022222222222222223,0.044444444444444446,0.03333333333333333
T00208,D14,V14,44,1,0,0.022727272727272728,0.0,0.011363636363636364
T00209,D14,V14,23,1,2,0.043478260869565216,0.08695652173913043,0.06521739130434782
T00210,D14,V14,15,0,0,0.0,0.0,0.0
T00211,D15,V15,15,0,1,0.0,0.06666666666666667,0.03333333333333333
T00212,D15,V15,25,2,1,0.08,0.04,0.06
T00213,D15,V15,32,3,1,0.09375,0.03125,0.0625
T00214,D15,V15,42,2,1,0.047619047619047616,0.023809523809523808,0.03571428571428571
T00215,D15,V15,22,1,0,0.045454545454545456,0.0,0.022727272727272728
T00216,D15,V15,45,4,1,0.08888888888888889,0.022222222222222223,0.05555555555555556
T00217,D15,V15,42,1,2,0.023809523809523808,0.047619047619047616,0.03571428571428571
T00218,D15,V15,27,4,2,0.14814814814814814,0.07407407407407407,0.1111111111111111
T00219,D15,V15,42,3,3,0.07142857142857142,0.07142857142857142,0.07142857142857142
T00220,D15,V15,41,1,0,0.024390243902439025,0.0,0.012195121951219513
T00221,D15,V15,13,0,0,0.0,0.0,0.0
T00222,D15,V15,36,1,0,0.027777777777777776,0.0,0.013888888888888888
T00223,D15,V15,39,2,1,0.05128205128205128,0.02564102564102564,0.038461538461538464
T00224,D15,V15,13,2,1,0.15384615384615385,0.07692307692307693,0.11538461538461539
T00225,D15,V15,45,2,3,0.044444444444444446,0.06666666666666667,0.05555555555555555
T00226,D16,V16,33,1,2,0.030303030303030304,0.06060606060606061,0.045454545454545456
T00227,D16,V16,44,0,0,0.0,0.0,0.0
T00228,D16,V16,26,0,0,0.0,0.0,0.0
T00229,D16,V16,21,0,0,0.0,0.0,0.0
T00230,D16,V16,35,1,2,0.02857142857142857,0.05714285714285714,0.04285714285714286
T00231,D16,V16,27,0,0,0.0,0.0,0.0
T00232,D16,V16,24,1,0,0.041666666666666664,0.0,0.020833333333333332
T00233,D16,V16,17,1,0,0.058823529411764705,0.0,0.029411764705882353
T00234,D16,V16,43,2,1,0.046511627906976744,0.023255813953488372,0.03488372093023256
T00235,D16,V16,39,2,1,0.05128205128205128,0.02564102564102564,0.038461538461538464
T00236,D16,V16,37,1,0,0.02702702702702703,0.0,0.013513513513513514
T00237,D16,V16,20,1,0,0.05,0.0,0.025
T00238,D16,V16,25,1,0,0.04,0.0,0.02
T00239,D16,V16,27,0,0,0.0,0.0,0.0
T00240,D16,V16,41,2,1,0.04878048780487805,0.024390243902439025,0.03658536585365854
T00241,D17,V17,30,2,1,0.06666666666666667,0.03333333333333333,0.05
T00242,D17,V17,30,1,0,0.03333333333333333,0.0,0.016666666666666666
T00243,D17,V17,37,3,1,0.08108108108108109,0.02702702702702703,0.05405405405405406
T00244,D17,V17,33,2,1,0.06060606060606061,0.030303030303030304,0.045454545454545456
T00245,D17,V17,39,4,2,0.10256410256410256,0.05128205128205128,0.07692307692307693
T00246,D17,V17,44,0,1,0.0,0.022727272727272728,0.011363636363636364
T00247,D17,V17,27,2,1,0.07407407407407407,0.037037037037037035,0.05555555555555555
T00248,D17,V17,31,2,0,0.06451612903225806,0.0,0.03225806451612903
T00249,D17,V17,13,1,1,0.07692307692307693,0.07692307692307693,0.07692307692307693
T00250,D17,V17,33,1,0,0.030303030303030304,0.0,0.015151515151515152
T00251,D17,V17,13,0,1,0.0,0.07692307692307693,0.038461538461538464
T00252,D17,V17,44,2,1,0.045454545454545456,0.022727272727272728,0.03409090909090909
T00253,D17,V17,31,0,0,0.0,0.0,0.0
T00254,D17,V17,12,1,0,0.08333333333333333,0.0,0.041666666666666664
T00255,D17,V17,21,1,0,0.047619047619047616,0.0,0.023809523809523808
T00256,D18,V18,25,0,1,0.0,0.04,0.02
T00257,D18,V18,18,0,0,0.0,0.0,0.0
T00258,D18,V18,19,1,0,0.05263157894736842,0.0,0.02631578947368421
T00259,D18,V18,39,0,0,0.0,0.0,0.0
T00260,D18,V18,35,1,1,0.02857142857142857,0.02857142857142857,0.02857142857142857
T00261,D18,V18,28,1,1,0.03571428571428571,0.03571428571428571,0.03571428571428571
T00262,D18,V18,38,0,1,0.0,0.02631578947368421,0.013157894736842105
T00263,D18,V18,25,1,0,0.04,0.0,0.02
T00264,D18,V18,16,0,0,0.0,0.0,0.0
T00265,D18,V18,21,1,0,0.047619047619047616,0.0,0.023809523809523808
T00266,D18,V18,11,0,0,0.0,0.0,0.0
T00267,D18,V18,25,1,2,0.04,0.08,0.06
T00268,D18,V18,16,1,0,0.0625,0.0,0.03125
T00269,D18,V18,40,2,0,0.05,0.0,0.025
T00270,D18,V18,44,1,0,0.022727272727272728,0.0,0.011363636363636364
T00271,D19,V19,33,1,1,0.030303030303030304,0.030303030303030304,0.030303030303030304
T00272,D19,V19,15,1,0,0.06666666666666667,0.0,0.03333333333333333
T00273,D19,V19,45,1,3,0.022222222222222223,0.06666666666666667,0.044444444444444446
T00274,D19,V19,38,1,0,0.02631578947368421,0.0,0.013157894736842105
T00275,D19,V19,15,4,1,0.26666666666666666,0.06666666666666667,0.16666666666666666
T00276,D19,V19,41,9,2,0.21951219512195122,0.04878048780487805,0.13414634146341464
T00277,D19,V19,13,3,1,0.23076923076923078,0.07692307692307693,0.15384615384615385
T00278,D19,V19,11,4,2,0.36363636363636365,0.18181818181818182,0.2727272727272727
T00279,D19,V19,17,1,1,0.058823529411764705,0.058823529411764705,0.058823529411764705
T00280,D19,V19,10,1,0,0.1,0.0,0.05
T00281,D19,V19,13,1,1,0.07692307692307693,0.07692307692307693,0.07692307692307693
T00282,D19,V19,10,1,1,0.1,0.1,0.1
T00283,D19,V19,44,4,1,0.09090909090909091,0.022727272727272728,0.05681818181818182
T00284,D19,V19,15,1,2,0.06666666666666667,0.13333333333333333,0.1
T00285,D19,V19,18,2,0,0.1111111111111111,0.0,0.05555555555555555
T00286,D20,V20,13,0,1,0.0,0.07692307692307693,0.038461538461538464
T00287,D20,V20,14,1,0,0.07142857142857142,0.0,0.03571428571428571
T00288,D20,V20,39,2,1,0.05128205128205128,0.02564102564102564,0.038461538461538464
T00289,D20,V20,12,0,1,0.0,0.08333333333333333,0.041666666666666664
T00290,D20,V20,27,3,2,0.1111111111111111,0.07407407407407407,0.09259259259259259
T00291,D20,V20,10,0,0,0.0,0.0,0.0
T00292,D20,V20,28,3,0,0.10714285714285714,0.0,0.05357142857142857
T00293,D20,V20,30,2,0,0.06666666666666667,0.0,0.03333333333333333
T00294,D20,V20,44,4,2,0.09090909090909091,0.045454545454545456,0.06818181818181818
T00295,D20,V20,11,1,1,0.09090909090909091,0.09090909090909091,0.09090909090909091
T00296,D20,V20,30,1,0,0.03333333333333333,0.0,0.016666666666666666
T00297,D20,V20,23,1,1,0.043478260869565216,0.043478260869565216,0.043478260869565216
T00298,D20,V20,24,2,0,0.08333333333333333,0.0,0.041666666666666664
T00299,D20,V20,32,2,1,0.0625,0.03125,0.046875
T00300,D20,V20,43,3,1,0.06976744186046512,0.023255813953488372,0.046511627906976744
T00301,D21,V21,41,1,3,0.024390243902439025,0.07317073170731707,0.04878048780487805
T00302,D21,V23,32,2,0,0.0625,0.0,0.03125
T00303,D21,V21,31,2,0,0.06451612903225806,0.0,0.03225806451612903
T00304,D21,V21,45,3,3,0.06666666666666667,0.06666666666666667,0.06666666666666667
T00305,D21,V21,13,0,0,0.0,0.0,0.0
T00306,D21,V21,33,2,3,0.06060606060606061,0.09090909090909091,0.07575757575757576
T00307,D21,V29,38,1,1,0.02631578947368421,0.02631578947368421,0.02631578947368421
T00308,D21,V21,39,1,1,0.02564102564102564,0.02564102564102564,0.02564102564102564
T00309,D21,V21,33,4,1,0.12121212121212122,0.030303030303030304,0.07575757575757576
T00310,D21,V21,26,1,1,0.038461538461538464,0.038461538461538464,0.038461538461538464
T00311,D21,V21,37,1,1,0.02702702702702703,0.02702702702702703,0.02702702702702703
T00312,D21,V21,34,2,0,0.058823529411764705,0.0,0.029411764705882353
T00313,D21,V21,24,0,1,0.0,0.041666666666666664,0.020833333333333332
T00314,D21,V21,30,0,0,0.0,0.0,0.0
T00315,D21,V21,16,1,0,0.0625,0.0,0.03125
T00316,D22,V22,10,0,0,0.0,0.0,0.0
T00317,D22,V22,28,0,1,0.0,0.03571428571428571,0.017857142857142856
T00318,D22,V22,43,0,0,0.0,0.0,0.0
T00319,D22,V22,38,1,1,0.02631578947368421,0.02631578947368421,0.02631578947368421
T00320,D22,V22,45,1,0,0.022222222222222223,0.0,0.011111111111111112
T00321,D22,V22,41,2,1,0.04878048780487805,0.024390243902439025,0.03658536585365854
T00322,D22,V22,43,1,0,0.023255813953488372,0.0,0.011627906976744186
T00323,D22,V22,15,0,0,0.0,0.0,0.0
T00324,D22,V22,39,2,0,0.05128205128205128,0.0,0.02564102564102564
T00325,D22,V22,44,0,1,0.0,0.022727272727272728,0.011363636363636364
T00326,D22,V22,16,0,0,0.0,0.0,0.0
T00327,D22,V22,36,1,1,0.027777777777777776,0.027777777777777776,0.027777777777777776
T00328,D22,V22,13,1,1,0.07692307692307693,0.07692307692307693,0.07692307692307693
T00329,D22,V22,35,1,0,0.02857142857142857,0.0,0.014285714285714285
T00330,D22,V22,12,0,0,0.0,0.0,0.0
T00331,D23,V23,45,6,1,0.13333333333333333,0.022222222222222223,0.07777777777777778
T00332,D23,V23,10,1,0,0.1,0.0,0.05
T00333,D23,V23,28,2,0,0.07142857142857142,0.0,0.03571428571428571
T00334,D23,V23,14,2,1,0.14285714285714285,0.07142857142857142,0.10714285714285714
T00335,D23,V23,40,2,1,0.05,0.025,0.037500000000000006
T00336,D23,V23,36,3,0,0.08333333333333333,0.0,0.041666666666666664
T00337,D23,V23,36,5,3,0.1388888888888889,0.08333333333333333,0.1111111111111111
T00338,D23,V23,44,7,1,0.1590909090909091,0.022727272727272728,0.09090909090909091
T00339,D23,V23,44,5,1,0.11363636363636363,0.022727272727272728,0.06818181818181818
T00340,D23,V23,40,3,4,0.075,0.1,0.0875
T00341,D23,V23,27,2,1,0.07407407407407407,0.037037037037037035,0.05555555555555555
T00342,D23,V23,23,3,1,0.13043478260869565,0.043478260869565216,0.08695652173913043
T00343,D23,V23,25,2,1,0.08,0.04,0.06
T00344,D23,V23,10,0,0,0.0,0.0,0.0
T00345,D23,V23,35,2,4,0.05714285714285714,0.11428571428571428,0.08571428571428572
T00346,D24,V24,22,2,1,0.09090909090909091,0.045454545454545456,0.06818181818181818
T00347,D24,V24,38,1,2,0.02631578947368421,0.05263157894736842,0.039473684210526314
T00348,D24,V24,22,2,1,0.09090909090909091,0.045454545454545456,0.06818181818181818
T00349,D24,V24,29,2,1,0.06896551724137931,0.034482758620689655,0.05172413793103448
T00350,D24,V24,42,5,2,0.11904761904761904,0.047619047619047616,0.08333333333333333
T00351,D24,V24,45,5,1,0.1111111111111111,0.022222222222222223,0.06666666666666667
T00352,D24,V24,23,5,1,0.21739130434782608,0.043478260869565216,0.13043478260869565
T00353,D24,V24,12,0,0,0.0,0.0,0.0
T00354,D24,V23,44,8,4,0.18181818181818182,0.09090909090909091,0.13636363636363635
T00355,D24,V24,42,4,1,0.09523809523809523,0.023809523809523808,0.05952380952380952
T00356,D24,V24,40,6,2,0.15,0.05,0.1
T00357,D24,V24,30,2,1,0.06666666666666667,0.03333333333333333,0.05
T00358,D24,V24,26,2,0,0.07692307692307693,0.0,0.038461538461538464
T00359,D24,V24,29,0,1,0.0,0.034482758620689655,0.017241379310344827
T00360,D24,V24,16,2,2,0.125,0.125,0.125
T00361,D25,V25,25,1,1,0.04,0.04,0.04
T00362,D25,V25,11,0,0,0.0,0.0,0.0
T00363,D25,V25,23,0,0,0.0,0.0,0.0
T00364,D25,V25,26,5,0,0.19230769230769232,0.0,0.09615384615384616
T00365,D25,V25,42,2,1,0.047619047619047616,0.023809523809523808,0.03571428571428571
T00366,D25,V25,32,3,2,0.09375,0.0625,0.078125
T00367,D25,V25,36,2,1,0.05555555555555555,0.027777777777777776,0.041666666666666664
T00368,D25,V25,43,3,3,0.06976744186046512,0.06976744186046512,0.06976744186046512
T00369,D25,V25,32,3,0,0.09375,0.0,0.046875
T00370,D25,V25,13,1,0,0.07692307692307693,0.0,0.038461538461538464
T00371,D25,V25,18,2,2,0.1111111111111111,0.1111111111111111,0.1111111111111111
T00372,D25,V25,45,3,0,0.06666666666666667,0.0,0.03333333333333333
T00373,D25,V25,21,0,1,0.0,0.047619047619047616,0.023809523809523808
T00374,D25,V25,41,2,1,0.04878048780487805,0.024390243902439025,0.03658536585365854
T00375,D25,V25,31,1,0,0.03225806451612903,0.0,0.016129032258064516
T00376,D26,V26,19,0,0,0.0,0.0,0.0
